@RELATION "B3 - RADL3"

@ATTRIBUTE pl1 NUMERIC
@ATTRIBUTE pvpa1 NUMERIC
@ATTRIBUTE psr1 NUMERIC
@ATTRIBUTE roe1 NUMERIC
@ATTRIBUTE ev_ebit1 NUMERIC
@ATTRIBUTE pl NUMERIC
@ATTRIBUTE pvpa NUMERIC
@ATTRIBUTE psr NUMERIC
@ATTRIBUTE roe NUMERIC
@ATTRIBUTE ev_ebit NUMERIC
@ATTRIBUTE cotacao NUMERIC
@ATTRIBUTE alvo {1, 0}

@DATA
65.4927,3.2145,2.7536,0.0491,50.6436,66.1196,3.2452,2.7799,0.0491,51.1283,4.2596,0
66.1196,3.2452,2.7799,0.0491,51.1283,66.4181,3.2599,2.7925,0.0491,51.3592,4.2788,0
66.4181,3.2599,2.7925,0.0491,51.3592,67.7912,3.3273,2.8502,0.0491,52.421,4.3673,0
67.7912,3.3273,2.8502,0.0491,52.421,67.1644,3.2965,2.8239,0.0491,51.9362,4.3269,0
67.1644,3.2965,2.8239,0.0491,51.9362,67.3435,3.3053,2.8314,0.0491,52.0747,4.3385,0
67.3435,3.3053,2.8314,0.0491,52.0747,66.8659,3.2819,2.8113,0.0491,51.7054,4.3077,0
66.8659,3.2819,2.8113,0.0491,51.7054,66.8659,3.2819,2.8113,0.0491,51.7054,4.3077,0
66.8659,3.2819,2.8113,0.0491,51.7054,66.5375,3.2657,2.7975,0.0491,51.4515,4.2865,0
66.5375,3.2657,2.7975,0.0491,51.4515,65.2241,3.2013,2.7423,0.0491,50.4359,4.2019,0
65.2241,3.2013,2.7423,0.0491,50.4359,65.6718,3.2233,2.7611,0.0491,50.7821,4.2308,0
65.6718,3.2233,2.7611,0.0491,50.7821,66.9256,3.2848,2.8138,0.0491,51.7516,4.3115,0
66.9256,3.2848,2.8138,0.0491,51.7516,65.1942,3.1998,2.741,0.0491,50.4128,4.2,0
65.1942,3.1998,2.741,0.0491,50.4128,64.2091,3.1515,2.6996,0.0491,49.651,4.1365,0
64.2091,3.1515,2.6996,0.0491,49.651,64.239,3.1529,2.7009,0.0491,49.6741,4.1385,0
64.239,3.1529,2.7009,0.0491,49.6741,64.1793,3.15,2.6984,0.0491,49.628,4.1346,0
64.1793,3.15,2.6984,0.0491,49.628,66.2688,3.2526,2.7862,0.0491,51.2438,4.2692,0
66.2688,3.2526,2.7862,0.0491,51.2438,67.3136,3.3038,2.8301,0.0491,52.0516,4.3365,0
67.3136,3.3038,2.8301,0.0491,52.0516,68.6569,3.3698,2.8866,0.0491,53.0904,4.4231,0
